accession,description,organism,taxonomy,molecule_type,topology,host,country,collection_date,sequence_length,source_length,source_gc_frequency,source_longest_run,n_features,n_feature_intervals,n_boundaries,boundary_window,n_runs,n_boundary_runs,n_nonboundary_runs,fraction_runs_boundary,processing_seconds,boundary_n_runs,boundary_total_bases_in_runs,boundary_mean_run_length,boundary_median_run_length,boundary_max_run_length,boundary_run_length_entropy,boundary_A_n_runs,boundary_A_mean_run_length,boundary_A_max_run_length,boundary_C_n_runs,boundary_C_mean_run_length,boundary_C_max_run_length,boundary_G_n_runs,boundary_G_mean_run_length,boundary_G_max_run_length,boundary_T_n_runs,boundary_T_mean_run_length,boundary_T_max_run_length,boundary_n_runs_ge_5,boundary_fraction_runs_ge_5,boundary_n_runs_ge_10,boundary_fraction_runs_ge_10,boundary_n_runs_ge_15,boundary_fraction_runs_ge_15,boundary_n_runs_ge_20,boundary_fraction_runs_ge_20,boundary_n_runs_ge_30,boundary_fraction_runs_ge_30,nonboundary_n_runs,nonboundary_total_bases_in_runs,nonboundary_mean_run_length,nonboundary_median_run_length,nonboundary_max_run_length,nonboundary_run_length_entropy,nonboundary_A_n_runs,nonboundary_A_mean_run_length,nonboundary_A_max_run_length,nonboundary_C_n_runs,nonboundary_C_mean_run_length,nonboundary_C_max_run_length,nonboundary_G_n_runs,nonboundary_G_mean_run_length,nonboundary_G_max_run_length,nonboundary_T_n_runs,nonboundary_T_mean_run_length,nonboundary_T_max_run_length,nonboundary_n_runs_ge_5,nonboundary_fraction_runs_ge_5,nonboundary_n_runs_ge_10,nonboundary_fraction_runs_ge_10,nonboundary_n_runs_ge_15,nonboundary_fraction_runs_ge_15,nonboundary_n_runs_ge_20,nonboundary_fraction_runs_ge_20,nonboundary_n_runs_ge_30,nonboundary_fraction_runs_ge_30,odds_ratio_boundary_ge_5,odds_ratio_boundary_ge_10,odds_ratio_boundary_ge_15,odds_ratio_boundary_ge_20,odds_ratio_boundary_ge_30,fetch_seconds,total_seconds
NC_117245.1,"Soybean chlorotic leafroll virus, complete genome",Soybean chlorotic leafroll virus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Polerovirus; Polerovirus SBCLRV,RNA,linear,soybean,,20-Jul-2021,5822,5822,,17,14,14,28,250,4136,2416,1720,0.5841392649903289,0.021,2416,3478,1.439569536423841,1.0,17,1.2601800087868404,637,1.5400313971742543,17,604,1.3857615894039734,13,615,1.367479674796748,6,560,1.4625,15,13,0.005380794701986755,3,0.0012417218543046358,2,0.0008278145695364238,0,0.0,0,0.0,1720,2344,1.3627906976744186,1.0,6,1.1384369381198887,436,1.3944954128440368,4,395,1.3772151898734177,6,450,1.3666666666666667,5,439,1.3143507972665147,4,8,0.004651162790697674,0,0.0,0,0.0,0,0.0,0,0.0,1.1316217770653092,4.99005593536358,3.562849451232139,0.7119801365611421,0.7119801365611421,0.001,0.027
NC_117050.1,"Pterostylis polerovirus strain 13365, complete genome",Pterostylis polerovirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Polerovirus; Polerovirus PTPV,RNA,linear,Pterostylis nutans,,,5757,5757,,8,11,11,16,250,4106,2656,1450,0.6468582562104238,0.019,2656,3734,1.4058734939759037,1.0,8,1.2146015540193793,647,1.4775888717156105,5,670,1.391044776119403,8,669,1.352765321375187,5,670,1.4044776119402984,4,11,0.004141566265060241,0,0.0,0,0.0,0,0.0,0,0.0,1450,2023,1.3951724137931034,1.0,5,1.1960795368986323,378,1.417989417989418,5,328,1.4176829268292683,5,378,1.3253968253968254,5,366,1.4234972677595628,4,5,0.0034482758620689655,0,0.0,0,0.0,0,0.0,0,0.0,1.1424717788354153,0.5460191981931113,0.5460191981931113,0.5460191981931113,0.5460191981931113,0.001,0.024
NC_115668.1,"Persimmon polerovirus LuVa2 RNA, complete genome",Persimmon polerovirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Polerovirus; Polerovirus PPOV,RNA,linear,Diospyros kaki cv. Reigyoku,,2013-11-05,5559,5559,,7,13,13,26,250,4018,2598,1420,0.646590343454455,0.026,2598,3574,1.3756735950731331,1.0,6,1.162056269578192,652,1.4125766871165644,5,666,1.3003003003003002,5,687,1.3624454148471616,6,593,1.4350758853288363,5,10,0.003849114703618168,0,0.0,0,0.0,0,0.0,0,0.0,1420,1985,1.397887323943662,1.0,7,1.2030023422627671,334,1.5,5,346,1.2976878612716762,5,378,1.417989417989418,7,362,1.3784530386740332,5,7,0.004929577464788733,0,0.0,0,0.0,0,0.0,0,0.0,0.7644968128259609,0.5466615355012507,0.5466615355012507,0.5466615355012507,0.5466615355012507,0.001,0.032
NC_116587.1,"Pod pepper vein yellows virus isolate YN, complete genome",Pod pepper vein yellows virus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Polerovirus; Polerovirus PPEVYV,RNA,linear,pepper,,01-Aug-2019,6015,6015,,8,7,7,14,250,4381,2699,1682,0.6160693905501027,0.02,2699,3734,1.3834753612449056,1.0,8,1.17502461413433,705,1.4851063829787234,5,692,1.3757225433526012,8,675,1.325925925925926,6,627,1.3397129186602872,5,13,0.004816598740274175,0,0.0,0,0.0,0,0.0,0,0.0,1682,2281,1.3561236623067776,1.0,6,1.1257580348220777,452,1.4292035398230087,5,385,1.3636363636363635,6,437,1.322654462242563,4,408,1.303921568627451,5,6,0.0035671819262782403,0,0.0,0,0.0,0,0.0,0,0.0,1.29609586393506,0.6232635673272828,0.6232635673272828,0.6232635673272828,0.6232635673272828,0.001,0.025
NC_131370.1,"TPA: Paspalum notatum polerovirus isolate Pas not, complete genome",Paspalum notatum polerovirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Polerovirus; Polerovirus PNPV,RNA,linear,Paspalum notatum,,,5561,5561,,7,17,17,30,250,4042,2472,1570,0.6115784265215239,0.022,2472,3415,1.381472491909385,1.0,5,1.1708216179030877,615,1.5008130081300812,5,689,1.328011611030479,5,607,1.301482701812191,5,561,1.4028520499108734,5,7,0.0028317152103559872,0,0.0,0,0.0,0,0.0,0,0.0,1570,2146,1.3668789808917197,1.0,7,1.1435816250144046,395,1.4177215189873418,5,401,1.339152119700748,7,392,1.3392857142857142,4,382,1.3717277486910995,4,5,0.0031847133757961785,0,0.0,0,0.0,0,0.0,0,0.0,0.8658579303478918,0.6351870576339738,0.6351870576339738,0.6351870576339738,0.6351870576339738,0.001,0.028
NC_116889.1,"Piper methysticum polerovirus isolate Pip met, complete genome",Piper methysticum polerovirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Polerovirus; Polerovirus PMPV,RNA,linear,Piper methysticum,,,5744,5744,,8,17,17,30,250,4152,2592,1560,0.6242774566473989,0.022,2592,3594,1.3865740740740742,1.0,8,1.1816989550418866,613,1.3833605220228384,4,700,1.3885714285714286,8,655,1.3893129770992367,5,624,1.3846153846153846,5,15,0.005787037037037037,0,0.0,0,0.0,0,0.0,0,0.0,1560,2150,1.3782051282051282,1.0,7,1.1663396726575888,378,1.3624338624338623,4,388,1.365979381443299,7,410,1.4170731707317072,5,384,1.3645833333333333,4,5,0.003205128205128205,0,0.0,0,0.0,0,0.0,0,0.0,1.7007494929900362,0.6019286403085824,0.6019286403085824,0.6019286403085824,0.6019286403085824,0.001,0.029
NC_116799.1,"Plantago asiatica virus A, complete genome",Plantago asiatica virus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Polerovirus; Polerovirus PLAVA,RNA,linear,Plantago asiatica,,24-Jul-2019,5881,5881,,6,7,7,14,250,4250,2558,1692,0.6018823529411764,0.02,2558,3534,1.3815480844409695,1.0,5,1.1716836436896036,706,1.4674220963172804,5,677,1.3367799113737076,5,600,1.3416666666666666,5,575,1.3704347826086956,5,9,0.003518373729476153,0,0.0,0,0.0,0,0.0,0,0.0,1692,2347,1.3871158392434988,1.0,6,1.1831591451443715,455,1.4967032967032967,5,407,1.3194103194103195,6,443,1.3905191873589164,5,387,1.3255813953488371,4,6,0.0035460992907801418,0,0.0,0,0.0,0,0.0,0,0.0,0.9668109885799628,0.6615204221223373,0.6615204221223373,0.6615204221223373,0.6615204221223373,0.001,0.025
NC_115371.1,"Panicum distortion mosaic virus Uiseong genomic RNA, complete genome",Panicum distortion mosaic virus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Polerovirus; Polerovirus PDMV,RNA,linear,Panicum miliaceum,,2015-07-17,5808,5808,,8,9,9,14,250,4280,2774,1506,0.6481308411214953,0.02,2774,3754,1.3532804614275415,1.0,8,1.117435190830121,716,1.3966480446927374,5,768,1.3255208333333333,5,671,1.3412816691505216,8,619,1.3505654281098547,5,7,0.0025234318673395817,0,0.0,0,0.0,0,0.0,0,0.0,1506,2054,1.3638778220451526,1.0,5,1.1382359188705342,373,1.383378016085791,4,398,1.3618090452261307,5,386,1.383419689119171,5,349,1.32378223495702,5,4,0.0026560424966799467,0,0.0,0,0.0,0,0.0,0,0.0,0.9048479373682625,0.5429807172463507,0.5429807172463507,0.5429807172463507,0.5429807172463507,0.001,0.025
NC_115733.1,"Ornithogalum virus 5, complete genome",Ornithogalum virus 5,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Polerovirus; Polerovirus ORMV,RNA,linear,Ornithogalum thyrsoides,,Nov-2017,5855,5855,,10,12,11,22,250,4236,2350,1886,0.5547686496694996,0.021,2350,3276,1.3940425531914893,1.0,9,1.1913388592451177,549,1.3970856102003644,5,647,1.3910355486862442,9,579,1.3419689119170986,5,575,1.4469565217391305,5,7,0.0029787234042553193,0,0.0,0,0.0,0,0.0,0,0.0,1886,2579,1.3674443266171792,1.0,10,1.143815614530055,432,1.3634259259259258,4,487,1.3880903490759753,10,504,1.3273809523809523,4,463,1.3930885529157668,5,6,0.003181336161187699,1,0.0005302226935312832,0,0.0,0,0.0,0,0.0,0.925883376278085,0.2673899170389279,0.8025951925122314,0.8025951925122314,0.8025951925122314,0.001,0.026
NC_116528.1,"Miscanthus yellow fleck virus isolate PGQP1, complete genome",Miscanthus yellow fleck virus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Polerovirus; Polerovirus MYFV,RNA,linear,Miscanthus sinensis,,12-Feb-2017,5861,5861,,6,10,10,16,250,4251,2734,1517,0.6431427899317808,0.019,2734,3745,1.3697878566203365,1.0,5,1.1490376466323966,735,1.4503401360544217,5,707,1.2984441301272984,5,650,1.3292307692307692,5,642,1.397196261682243,4,9,0.0032918800292611556,0,0.0,0,0.0,0,0.0,0,0.0,1517,2116,1.3948582729070533,1.0,6,1.1972747129031531,410,1.4682926829268292,4,388,1.3788659793814433,5,369,1.3550135501355014,6,350,1.3685714285714285,5,6,0.003955174686882004,0,0.0,0,0.0,0,0.0,0,0.0,0.8105358226436927,0.5549460596087036,0.5549460596087036,0.5549460596087036,0.5549460596087036,0.001,0.025
NC_117310.1,"Mallotus japonicus virus A isolate MjA, complete genome",Mallotus japonicus virus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Polerovirus; Polerovirus MJVA,RNA,linear,Mallotus japonicus,,2020,6217,6217,,5,15,15,30,250,4393,2673,1720,0.6084680173002504,0.023,2673,3792,1.4186307519640853,1.0,5,1.2368874910564551,709,1.5232722143864599,5,665,1.3218045112781955,5,653,1.3522205206738132,5,646,1.4705882352941178,5,11,0.00411522633744856,0,0.0,0,0.0,0,0.0,0,0.0,1720,2425,1.4098837209302326,1.0,5,1.218576684905691,455,1.5252747252747252,5,392,1.2831632653061225,4,427,1.3466042154566744,4,446,1.4641255605381165,5,3,0.0017441860465116279,0,0.0,0,0.0,0,0.0,0,0.0,2.1195171026156943,0.6435384327660371,0.6435384327660371,0.6435384327660371,0.6435384327660371,0.001,0.03
NC_116888.1,"TPA: Kalanchoe marnieriana polerovirus isolate Kal mar, complete genome",Kalanchoe marnieriana polerovirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Polerovirus; Polerovirus KMPV,RNA,linear,Kalanchoe marnieriana,,,5654,5654,,10,17,17,30,250,4021,2468,1553,0.6137776672469535,0.026,2468,3508,1.421393841166937,1.0,10,1.237528480531792,676,1.5739644970414202,5,592,1.3716216216216217,10,596,1.3120805369127517,5,604,1.4072847682119205,4,6,0.0024311183144246355,1,0.0004051863857374392,0,0.0,0,0.0,0,0.0,1553,2146,1.381841596909208,1.0,5,1.169523032508318,426,1.4366197183098592,4,332,1.3644578313253013,5,395,1.339240506329114,5,400,1.38,4,2,0.00128783000643915,0,0.0,0,0.0,0,0.0,0,0.0,1.6381319796954315,1.8887537993920973,0.6293295523597326,0.6293295523597326,0.6293295523597326,0.001,0.033
NC_139284.1,"Hemisteptia virus A isolate SKD, complete genome",Hemisteptia virus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Polerovirus; Polerovirus HEMVA,RNA,linear,Saussurea lyrata,,16-May-2016,6122,6122,,7,6,6,12,250,4362,2263,2099,0.5187987161852361,0.02,2263,3179,1.4047724259832082,1.0,7,1.2157780026774179,629,1.4976152623211447,5,575,1.3808695652173912,7,543,1.3186003683241252,5,516,1.4089147286821706,5,12,0.005302695536897923,0,0.0,0,0.0,0,0.0,0,0.0,2099,2943,1.4020962363030014,1.0,5,1.2083638618472827,567,1.470899470899471,5,496,1.3568548387096775,5,508,1.3641732283464567,4,528,1.4071969696969697,5,7,0.0033349213911386373,0,0.0,0,0.0,0,0.0,0,0.0,1.5489673550966023,0.9275458360945439,0.9275458360945439,0.9275458360945439,0.9275458360945439,0.001,0.026
NC_139283.1,"Grapevine polerovirus 1 KC RNA, complete genome",Grapevine polerovirus 1,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Polerovirus; Polerovirus GPOV,RNA,linear,Vitis vinifera cv. 'Kishmish Chjornyj',,2018-10,5625,5625,,9,15,15,30,250,4076,2661,1415,0.6528459273797841,0.023,2661,3679,1.3825629462608042,1.0,9,1.1710590452005496,711,1.4163150492264416,4,669,1.3572496263079223,9,678,1.3539823008849559,6,603,1.4029850746268657,4,8,0.003006388575723412,0,0.0,0,0.0,0,0.0,0,0.0,1415,1946,1.3752650176678445,1.0,5,1.1580792524566805,347,1.3804034582132565,4,345,1.3014492753623188,5,363,1.465564738292011,5,360,1.35,4,2,0.0014134275618374558,0,0.0,0,0.0,0,0.0,0,0.0,1.8111550781986057,0.531842945707308,0.531842945707308,0.531842945707308,0.531842945707308,0.001,0.029
NC_115946.1,"Phytophthora cactorum RNA virus 1 strain PcRV1-pc1, complete genome",Phytophthora cactorum RNA virus 1,Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Betatotivirineae; Ootiviridae; Ootivirus; Ootivirus sani,RNA,linear,Phytophthora cactorum BirchT,,2009,5699,5699,,7,8,8,8,250,4287,1027,3260,0.23956146489386518,0.019,1027,1409,1.3719571567672832,1.0,6,1.1513992290029524,244,1.3278688524590163,5,226,1.2256637168141593,5,305,1.498360655737705,6,252,1.3928571428571428,6,8,0.007789678675754625,0,0.0,0,0.0,0,0.0,0,0.0,3260,4290,1.3159509202453987,1.0,7,1.044893264915471,691,1.2141823444283646,4,815,1.2306748466257669,4,987,1.441742654508612,7,767,1.3363754889178618,5,7,0.002147239263803681,0,0.0,0,0.0,0,0.0,0,0.0,3.6167729279058363,3.17323600973236,3.17323600973236,3.17323600973236,3.17323600973236,0.001,0.024
NC_116651.1,"Phytophthora condilina RNA virus 1 isolate PcoRV1/BD661, complete genome",Phytophthora condilina RNA virus 1,Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Betatotivirineae; Ootiviridae; Ootivirus; Ootivirus roku,RNA,linear,Phytophthora condilina,,,5824,5811,,11,3,2,4,250,4359,1021,3338,0.23422803395274144,0.018,1021,1370,1.3418217433888344,1.0,11,1.0859302207887285,237,1.2025316455696202,3,234,1.2863247863247864,11,316,1.4651898734177216,6,234,1.3717948717948718,4,4,0.0039177277179236044,1,0.0009794319294809011,0,0.0,0,0.0,0,0.0,3338,4441,1.3304373876572797,1.0,6,1.0741692570247767,670,1.217910447761194,5,863,1.287369640787949,6,1030,1.4533980582524273,6,775,1.312258064516129,5,13,0.0038945476333133613,0,0.0,0,0.0,0,0.0,0,0.0,1.0894348894348895,9.814306712395885,3.268232990699951,3.268232990699951,3.268232990699951,0.001,0.022
NC_115506.1,"Pythium splendens RNA virus 1 PsRV1-425508 genomic RNA, complete genome",Pythium splendens RNA virus 1,Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Betatotivirineae; Ootiviridae; Ootivirus; Ootivirus ni,RNA,linear,Globisporangium splendens MAFF 425508,,,5705,5705,,6,8,8,8,250,4255,1001,3254,0.23525264394829612,0.019,1001,1399,1.3976023976023977,1.0,6,1.1963181037509945,245,1.2530612244897958,6,225,1.2933333333333332,5,284,1.5704225352112675,6,247,1.437246963562753,6,8,0.007992007992007992,0,0.0,0,0.0,0,0.0,0,0.0,3254,4306,1.3232944068838353,1.0,6,1.060876467416437,680,1.201470588235294,4,868,1.271889400921659,5,1014,1.4891518737672584,6,692,1.2644508670520231,5,12,0.0036877688998156115,0,0.0,0,0.0,0,0.0,0,0.0,2.2193256165072976,3.249625561657514,3.249625561657514,3.249625561657514,3.249625561657514,0.001,0.024
NC_116530.1,"Picoa juniperi megatotivirus 1 isolate ANK_VIR-88, complete genome",Picoa juniperi megatotivirus 1,Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Betatotivirineae; Megatotiviridae; Megatotivirus; Megatotivirus ni,RNA,linear,Picoa juniperi,,10-Jun-2020,13313,13313,,8,6,5,6,250,9586,1340,8246,0.13978718965157522,0.04,1340,1901,1.4186567164179105,1.0,7,1.2359496334900915,369,1.6097560975609757,7,320,1.25,5,290,1.2862068965517242,5,361,1.479224376731302,6,16,0.011940298507462687,0,0.0,0,0.0,0,0.0,0,0.0,8246,11412,1.3839437302934756,1.0,8,1.1756965432541113,2256,1.5274822695035462,8,1775,1.2191549295774649,7,1893,1.2820919175911252,5,2322,1.4534883720930232,6,53,0.006427358719379093,0,0.0,0,0.0,0,0.0,0,0.0,1.9078650734010012,6.151809026482656,6.151809026482656,6.151809026482656,6.151809026482656,0.001,0.048
NC_139278.1,"Chickpea leafroll virus isolate GIRD, complete genome",Chickpea leafroll virus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Polerovirus; Polerovirus CPLRV,RNA,linear,Cicer arietinum cultivar Blanoro,,21-Sep-2015,5770,5770,,7,11,11,22,250,4082,2546,1536,0.6237138657520823,0.025,2546,3617,1.4206598586017283,1.0,7,1.2431541273141702,650,1.5138461538461538,5,655,1.3541984732824428,6,623,1.3836276083467094,7,618,1.4304207119741101,5,17,0.006677140612725845,0,0.0,0,0.0,0,0.0,0,0.0,1536,2153,1.4016927083333333,1.0,5,1.2058252523511481,382,1.5,5,358,1.324022346368715,5,392,1.4234693877551021,4,404,1.3564356435643565,4,4,0.0026041666666666665,0,0.0,0,0.0,0,0.0,0,0.0,2.356087061562452,0.6033771843707049,0.6033771843707049,0.6033771843707049,0.6033771843707049,0.001,0.031
NC_117428.1,"Cnidium polerovirus 1 isolate SK, complete genome",Cnidium polerovirus 1,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Polerovirus; Polerovirus CNPV,RNA,linear,Cnidium officinale,,12-Jun-2021,6090,6090,,9,9,9,18,250,4310,2502,1808,0.5805104408352668,0.021,2502,3553,1.4200639488409272,1.0,9,1.240521969328054,648,1.5493827160493827,5,639,1.402190923317684,9,592,1.3429054054054055,5,623,1.377207062600321,5,19,0.007593924860111911,0,0.0,0,0.0,0,0.0,0,0.0,1808,2537,1.4032079646017699,1.0,6,1.2129390501781006,487,1.4989733059548254,5,436,1.3279816513761469,6,448,1.3816964285714286,5,437,1.3935926773455378,5,9,0.00497787610619469,0,0.0,0,0.0,0,0.0,0,0.0,1.4873003931209139,0.7226773226773227,0.7226773226773227,0.7226773226773227,0.7226773226773227,0.001,0.026
NC_116313.1,"TPA: Cardamom polerovirus isolate Kerala, complete genome",Cardamom polerovirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Polerovirus; Polerovirus CDPV,RNA,linear,Elettaria cardamomum (small cardamom),,,5869,5869,,6,10,10,16,250,4191,2542,1649,0.6065378191362444,0.019,2542,3546,1.3949645948072384,1.0,6,1.1948285014208908,641,1.4820592823712948,4,637,1.3453689167974883,6,636,1.3584905660377358,5,628,1.393312101910828,4,5,0.001966955153422502,0,0.0,0,0.0,0,0.0,0,0.0,1649,2323,1.408732565191025,1.0,6,1.2168822561292854,446,1.4865470852017937,5,384,1.3541666666666667,6,399,1.3934837092731829,5,420,1.3904761904761904,4,4,0.002425712553062462,0,0.0,0,0.0,0,0.0,0,0.0,0.7925779967159278,0.648770894788594,0.648770894788594,0.648770894788594,0.648770894788594,0.001,0.025
NC_116971.1,"Cotton bunchy top virus 2 isolate 3092-2, complete genome",Cotton bunchy top virus 2,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Polerovirus; Polerovirus CBTV2,RNA,linear,Gossypium hirsutum,,28-Feb-2012,5854,5854,,13,10,10,20,250,4201,2513,1688,0.5981909069269221,0.021,2513,3545,1.4106645443692798,1.0,13,1.2191219413316952,646,1.4411764705882353,5,652,1.3865030674846626,13,617,1.366288492706645,5,598,1.4498327759197325,5,19,0.007560684440907282,1,0.0003979307600477517,0,0.0,0,0.0,0,0.0,1688,2309,1.3678909952606635,1.0,8,1.1472451076780894,428,1.4275700934579438,5,396,1.3661616161616161,8,437,1.345537757437071,5,427,1.3325526932084308,5,8,0.004739336492890996,0,0.0,0,0.0,0,0.0,0,0.0,1.545505995543136,2.0161194029850744,0.6717724288840262,0.6717724288840262,0.6717724288840262,0.001,0.026
NC_116970.1,"Cotton bunchy top virus 1 isolate 3092-1, complete genome",Cotton bunchy top virus 1,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Polerovirus; Polerovirus CBTV1,RNA,linear,Gossypium hirsutum,,28-Feb-2012,5896,5896,,14,10,10,20,250,4287,2526,1761,0.5892232330300909,0.021,2526,3504,1.3871733966745843,1.0,14,1.1765492564894706,618,1.4660194174757282,5,660,1.3818181818181818,14,641,1.3385335413416537,5,607,1.3640856672158155,5,10,0.00395882818685669,1,0.000395882818685669,0,0.0,0,0.0,0,0.0,1761,2392,1.3583191368540601,1.0,6,1.1236842491698615,454,1.3920704845814977,5,416,1.3461538461538463,6,457,1.3610503282275712,5,434,1.3317972350230414,4,5,0.0028392958546280523,0,0.0,0,0.0,0,0.0,0,0.0,1.3325325578454925,2.0924569392199563,0.6972095784682367,0.6972095784682367,0.6972095784682367,0.001,0.027
NC_139276.1,"Beet leaf yellowing virus NN RNA, complete genome",Beet leaf yellowing virus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Polerovirus; Polerovirus BLYV,RNA,linear,Beta vulgaris,,2015-09-19,5668,5668,,7,17,17,30,250,4080,2576,1504,0.6313725490196078,0.022,2576,3563,1.3831521739130435,1.0,7,1.1750359991023311,670,1.4298507462686567,5,694,1.3530259365994237,7,645,1.3410852713178294,5,567,1.4126984126984128,5,10,0.0038819875776397515,0,0.0,0,0.0,0,0.0,0,0.0,1504,2105,1.3996010638297873,1.0,5,1.2004504328535204,389,1.4498714652956297,4,383,1.3785900783289817,5,387,1.400516795865633,5,345,1.3652173913043477,4,3,0.0019946808510638296,0,0.0,0,0.0,0,0.0,0,0.0,1.755113968439509,0.5839316902775082,0.5839316902775082,0.5839316902775082,0.5839316902775082,0.001,0.029
NC_116609.1,"Artemisia virus B isolate SK, complete genome",Artemisia virus B,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Polerovirus; Polerovirus ARTVB,RNA,linear,Artemisia princeps,,15-Apr-2016,6141,6141,,6,7,7,14,250,4396,2638,1758,0.600090991810737,0.02,2638,3700,1.4025777103866566,1.0,6,1.2090018181229987,753,1.5139442231075697,5,656,1.3140243902439024,5,611,1.3109656301145662,6,618,1.4514563106796117,5,8,0.003032600454890068,0,0.0,0,0.0,0,0.0,0,0.0,1758,2441,1.388509670079636,1.0,5,1.1825074920587861,479,1.488517745302714,5,410,1.3097560975609757,5,422,1.3293838862559242,5,447,1.4093959731543624,4,3,0.0017064846416382253,0,0.0,0,0.0,0,0.0,0,0.0,1.620740217775002,0.6664771650559029,0.6664771650559029,0.6664771650559029,0.6664771650559029,0.001,0.025
NC_115690.1,"Allium polerovirus A isolate RDS22-3, complete genome",Allium polerovirus A,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Polerovirus; Polerovirus APVA,RNA,linear,Allium ampeloprasum var. ampeloprasum,,Sep-2021,4367,4367,,7,11,10,20,250,3128,1812,1316,0.5792838874680307,0.016,1812,2526,1.3940397350993377,1.0,7,1.1905678104089052,435,1.4988505747126437,5,529,1.3440453686200378,7,422,1.3554502369668247,5,426,1.3873239436619718,5,14,0.00772626931567329,0,0.0,0,0.0,0,0.0,0,0.0,1316,1841,1.398936170212766,1.0,5,1.201568350008176,338,1.4970414201183433,5,338,1.4171597633136095,5,328,1.3384146341463414,4,312,1.3365384615384615,5,6,0.004559270516717325,0,0.0,0,0.0,0,0.0,0,0.0,1.62547849703813,0.7263448275862069,0.7263448275862069,0.7263448275862069,0.7263448275862069,0.001,0.021
NC_115720.1,"Hubei sclerotinia RNA virus 1 isolate 277, complete genome",Hubei sclerotinia RNA virus 1,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Hubsclerovirus; Hubsclerovirus HUSRV,RNA,linear,Sclerotinia sclerotiorum,,01-May-2013,4492,4492,,6,5,4,8,250,3302,2166,1136,0.6559660811629315,0.014,2166,2938,1.3564173591874422,1.0,6,1.123471005813762,512,1.35546875,4,562,1.3220640569395017,5,557,1.3482944344703771,6,535,1.4018691588785046,4,4,0.0018467220683287165,0,0.0,0,0.0,0,0.0,0,0.0,1136,1554,1.3679577464788732,1.0,5,1.1397915984168099,227,1.3259911894273129,4,307,1.3029315960912051,5,294,1.3911564625850341,4,308,1.4415584415584415,4,1,0.0008802816901408451,0,0.0,0,0.0,0,0.0,0,0.0,1.5752601156069364,0.5245788137549042,0.5245788137549042,0.5245788137549042,0.5245788137549042,0.001,0.018
